Course Section,Course Subject,Course Number,Section Number,Section Status,Enrolled/Capacity,All Instructors,Units,Meeting Patterns,Locations,Course Tags,Instructional Format,Delivery Mode,Start Date,End Date,Academic Period,Overlapping Course(s)
BIOL 195-1 - Undergraduate Research,Biology,195,1,Closed,0/0,Michelle Badura,1 - 3,,,,Independent Study,In-Person,2026-01-05,2026-03-20,Winter 2026 Quarter,
BIOL 195-2 - Undergraduate Research,Biology,195,2,Closed,0/0,Brian Bayless,1 - 3,,,,Independent Study,In-Person,2026-01-05,2026-03-20,Winter 2026 Quarter,
BIOL 195-3 - Undergraduate Research,Biology,195,3,Closed,0/0,Laura Cocas | Laura Cocas,1 - 3,,,,Independent Study,In-Person,2026-01-05,2026-03-20,Winter 2026 Quarter,
BIOL 195-4 - Undergraduate Research,Biology,195,4,Closed,0/0,Elizabeth Dahlhoff,1 - 3,,,,Independent Study,In-Person,2026-01-05,2026-03-20,Winter 2026 Quarter,
BIOL 195-5 - Undergraduate Research,Biology,195,5,Closed,0/0,Janice Edgerly Rooks,1 - 3,,,,Independent Study,In-Person,2026-01-05,2026-03-20,Winter 2026 Quarter,
BIOL 195-6 - Undergraduate Research,Biology,195,6,Closed,0/0,Desiree Forsythe,1 - 3,,,,Independent Study,In-Person,2026-01-05,2026-03-20,Winter 2026 Quarter,
BIOL 195-7 - Undergraduate Research,Biology,195,7,Closed,0/0,Pascale Guiton,1 - 3,,,,Independent Study,In-Person,2026-01-05,2026-03-20,Winter 2026 Quarter,
BIOL 195-8 - Undergraduate Research,Biology,195,8,Closed,0/0,Dawn Hart,1 - 3,,,,Independent Study,In-Person,2026-01-05,2026-03-20,Winter 2026 Quarter,
BIOL 195-9 - Undergraduate Research,Biology,195,9,Closed,0/0,Angel Islas,1 - 3,,,,Independent Study,In-Person,2026-01-05,2026-03-20,Winter 2026 Quarter,
BIOL 195-10 - Undergraduate Research,Biology,195,10,Closed,0/0,Katy Korsmeyer,1 - 3,,,,Independent Study,In-Person,2026-01-05,2026-03-20,Winter 2026 Quarter,
BIOL 195-11 - Undergraduate Research,Biology,195,11,Closed,0/0,Michelle Chartrand,1 - 3,,,,Independent Study,In-Person,2026-01-05,2026-03-20,Winter 2026 Quarter,
BIOL 195-12 - Undergraduate Research,Biology,195,12,Closed,0/0,Leilani Miller,1 - 3,,,,Independent Study,In-Person,2026-01-05,2026-03-20,Winter 2026 Quarter,
BIOL 195-13 - Undergraduate Research,Biology,195,13,Closed,0/0,Christelle Sabatier,1 - 3,,,,Independent Study,In-Person,2026-01-05,2026-03-20,Winter 2026 Quarter,
BIOL 195-14 - Undergraduate Research,Biology,195,14,Closed,0/0,Brody Sandel,1 - 3,,,,Independent Study,In-Person,2026-01-05,2026-03-20,Winter 2026 Quarter,
BIOL 195-15 - Undergraduate Research,Biology,195,15,Closed,0/0,Katherine Saxton,1 - 3,,,,Independent Study,In-Person,2026-01-05,2026-03-20,Winter 2026 Quarter,
BIOL 195-16 - Undergraduate Research,Biology,195,16,Closed,0/0,Justen Whittall,1 - 3,,,,Independent Study,In-Person,2026-01-05,2026-03-20,Winter 2026 Quarter,
BIOL 195-17 - Undergraduate Research,Biology,195,17,Closed,0/0,Craig Stephens,1 - 3,,,,Independent Study,In-Person,2026-01-05,2026-03-20,Winter 2026 Quarter,
